date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
14. March 2018,7015.00,7051.00,319825
13. March 2018,6883.00,6925.00,321475
12. March 2018,6857.00,6900.00,321125
09. March 2018,6808.00,6839.00,311125
08. March 2018,6830.00,6860.00,314875
07. March 2018,6873.00,6916.00,316375
06. March 2018,6968.50,7004.00,319650
05. March 2018,6850.00,6886.00,322175
02. March 2018,6883.00,6919.00,324900
01. March 2018,6852.00,6890.00,328000
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
28. February 2018,6953.00,6989.00,330800
27. February 2018,7028.00,7068.00,330425
26. February 2018,7111.00,7142.50,331575
23. February 2018,7073.50,7113.00,332450
22. February 2018,7032.00,7070.00,334675
21. February 2018,7003.00,7049.00,337175
20. February 2018,7027.00,7072.00,337850
19. February 2018,7093.00,7138.00,338275
16. February 2018,7159.00,7204.00,332775
15. February 2018,7098.00,7134.00,333525
14. February 2018,6962.00,7012.00,333625
13. February 2018,6908.00,6956.00,333025
12. February 2018,6786.50,6835.00,333850
09. February 2018,6755.00,6805.00,336225
08. February 2018,6838.00,6879.00,316100
07. February 2018,7006.00,7050.00,294975
06. February 2018,7060.00,7100.00,297825
05. February 2018,7050.00,7095.00,304000
02. February 2018,7066.00,7110.00,304325
01. February 2018,7027.00,7067.50,304675
date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
31. January 2018,7100.50,7140.00,305575
30. January 2018,7049.00,7093.00,306950
29. January 2018,7062.00,7107.00,308650
26. January 2018,7063.50,7110.00,309125
25. January 2018,7112.00,7148.00,299600
24. January 2018,6943.00,6987.00,276675
23. January 2018,6905.00,6949.00,248075
22. January 2018,7049.00,7090.00,211775
19. January 2018,7079.00,7120.00,211650
18. January 2018,7047.00,7093.00,205475
17. January 2018,7047.00,7079.00,204675
16. January 2018,7023.00,7064.00,204650
15. January 2018,7180.00,7218.00,202850
12. January 2018,7070.50,7111.00,204125
11. January 2018,7123.00,7162.00,201650
10. January 2018,7140.50,7185.00,203750
09. January 2018,7092.00,7137.00,203675
08. January 2018,7084.50,7127.00,203850
05. January 2018,7097.00,7142.00,203850
04. January 2018,7202.50,7251.00,200150
03. January 2018,7115.50,7160.00,200225
02. January 2018,7181.00,7228.00,200650
